name,country
macadamia,
chestnut,
pine nut,
pistachio,
cashew,
candlenut,
pecan,
hazelnut,
peanut,
butternut,
sunflower seeds,
sesame seeds,
pumpkin seeds,
poppy seeds,
chia seeds,
