name,country
anchovy,italy
bass,
catfish,
cod,
cod fillet,
cod fillets,
fish,
flounder,
haddock,
halibut,
herring,
lox,
mackerel,
mahi mahi,
mahi-mahi,
mahimahi,
pollock,
porgy,
salmon,
sea bass,
snapper,
sushi,japan
swordfish,
tilapia,mexico
tilapia whitefish,
trout,
tuna,
tuna fish,
tunafish,
yellowfin tuna,
unagi,japan
