name,country
macadamia,
coconut,
chestnut,
pine nut,
pistachio,
cashew,
candlenut,
almond,
pecan,
hazelnut,
peanut,
walnut,
butternut,
brazil nut,
sunflower seed,
sesame seed,
pumpkin seed,
