name,country
chicken,
chicken breast,
chicken breasts,
dove,
duck,
giblets,
goose,
ground chicken,
ground turkey,
grouse,
guineafowl,
partridge,
pheasant,
pigeon,
quail,
turkey,
turkey breast,
turkey burger,
