name,country
canadian white,
ciabatta,
cuban bread,
dampfnudel,
hardebrood,
mollette,
milk loaf,
milk bread,
milk roll,
pane ticinese,
piadina,
shoti,
texas toast,
zopf,
white bread,
tortilla,mexico
flatbread,
italian bread,italy
focaccia,italy
