name,country
sugar,
brown sugar,
baker's sugar,
white sugar,
powder sugar,
powdered sugar,
confectioner's sugar,
stevia,
xylitol,
monk fruit,
splenda,
molasses,
maple syrup,
erythritol,
corn syrup,
caramel,
cane juice,
