name, country
canadian white,
ciabatta,
cuban bread,
dampfnudel, Germany
hardebrood, Netherlands
mollette,
milk loaf,
milk bread,
milk roll,
pane ticinese,
piadina,
shoti,
texas toast,
zopf,
